"date","CSI300","600519","600036","300750","000333","600276","600900"
2024-01-02,-0.0131305882064243,-0.0240347572057971,-0.00867806288906259,-0.0401693489718431,-0.00128690945050458,-0.0169457021061463,0.0145223359272206
2024-01-03,-0.00238149941172594,0.00532067094692223,0.00687373824338433,-0.0066020748303357,-0.00200515678756297,-0.00541351141068702,0.00330344802538018
2024-01-04,-0.00929177795828906,-0.014867513803015,0.00143128310939478,-0.0299704153761233,0.0145884102964882,-0.00999741356616113,0.00164764071639034
2024-01-05,-0.00537465702630691,-0.00338535106409665,0.017139753740147,-0.00199880138503605,0.00630294873488868,-0.0429273054224844,-0.002472480214049
2024-01-08,-0.0130172399171489,-0.0117133281034878,-0.00563968882771793,-0.00598389058858384,-0.0108345715857832,-0.0202251952001058,-0.00591158023309291
2024-01-09,0.00195878944846406,-0.00182079481890263,0.00141290682963735,-0.00867429263733932,0.00308232161981525,0.00218625302606412,-0.00249332275205116
2024-01-10,-0.00467911669967513,0.000304953995071244,-0.00430637392668665,0.013092696422178,0.000883970144013979,0.00725318168413924,-0.00859604146979809
2024-01-11,0.00564235831721582,0.00308356146722844,0.0117067930102239,0.0272079174170825,-0.00396629176382923,-0.000480669817042312,-0.00685799475452864
2024-01-12,-0.00349704961622699,-0.00213381819991199,0.00565093407145945,-0.00120627276388152,0,-0.00920323102735665,0.0149784119585235
2024-01-15,-0.000989172044409514,-0.00186412897298283,0.00802635490865544,-0.0191389972154159,0.0158764225378851,0.00992601130382287,-0.00130913437322366
2024-01-16,0.00606401691948477,-0.000347549890127752,0.0124247461809102,0.0340088977020816,0.0184094613948025,-0.00241254640538457,0.00214132844134252
2024-01-17,-0.0219900014782812,-0.0388239418312253,0.00201636884827483,-0.0304689431312557,-0.00968155161666573,-0.0318968378449451,-0.0097922922426994
2024-01-18,0.0140372312590156,0.0212498528097704,0.0133005727227777,0.0154570324906249,0.000519183854660987,0.0289955758554887,0
2024-01-19,-0.00151363653802683,0.0148681390512255,0.00507334091064049,0.00187999984428888,-0.00461285826189872,0.00290126198945639,0.00765096380135688
2024-01-22,-0.0156811734178763,0.00427274659250543,0.0172994742104651,0.00487857580180506,-0.0143554861889266,-0.0153301938970536,-0.0114985097285283
2024-01-23,0.00404010263005894,-0.0141069253881785,-0.0086123285957056,-0.0112779150464268,0.018622251832987,-0.0118408662541052,0.000842916540968019
2024-01-24,0.0138812210475479,0.00431488186597129,0.00333890126551495,-0.00282158159944412,0.0142631256507553,0.0054439964668207,0.025432149063854
2024-01-25,0.0198827461171422,0.00735281801482834,0.0265411972693892,0.00985860818632567,-0.0148171231026861,0.0166443179461595,0.00374795472699674
2024-01-26,-0.00272528378551051,-0.000415313656663585,0.00713810748905352,-0.0327957254706233,0.02039802644674,-0.0220883144129802,0.00791806652022586
2024-01-29,-0.00899734457721735,0.00771446212113602,0.00736335506860541,-0.0200346761753529,0.0202895774413099,-0.0264005818213677,0.00578236837234769
