"date","CSI300","600519","600036","300750","000333","600276","600900"
2024-06-07,-0.00162453720981759,-0.0179153995949335,-0.00851112083425054,-0.0233266706261333,0.00615900179810058,-0.00496847255857347,0.0618796102504113
2024-06-14,-0.0091576290089872,-0.0404442535289427,-0.00530532285547025,-0.0439665511130967,0.00689095897358527,-0.00594844609900669,-0.0145377448339721
2024-06-21,-0.0130489280203694,-0.0350312842616702,-0.00327885943635575,0.00144793260556764,-0.0256291084114446,-0.0454095190108266,0.0152294786428682
2024-06-28,-0.00976338006641519,-0.00245771513361781,0.0144686410107457,-0.0280840676433209,0.00855825675981503,-0.0402597243751739,0.0206293672483779
2024-07-05,-0.0088778333754771,-0.00985495803165115,-0.00909489794287666,-0.0134833503372871,-0.00776923291666254,0.0400125857755009,0.0137429485058354
2024-07-12,0.0119767427293063,0.0176147654779868,0.0620407636672642,0.0122027688379269,0.0155073323934216,0.035435912230291,0.018909516825337
2024-07-19,0.0190024368835218,0.0311558676787929,0.00736035440629212,0.0522226237289036,-0.021778231452223,0.0229935846456177,0.0496951274865642
2024-07-26,-0.0373437839832462,-0.0702026964674953,-0.0564695755133009,-0.000480939255327328,-0.0120360459958784,-0.0278511918538067,-0.0141808156299552
2024-08-02,-0.00733066414237626,-0.0261727596864354,-0.00277504655999028,-0.0669353469173375,0.0024069545830363,0.0264294787784554,0.00297847595975664
2024-08-09,-0.0157135010182277,0.0363930495286908,0.00151461633438466,-0.0408522512485971,-0.0403361065876071,0.00591051588894764,-0.0234339421789178
2024-08-16,0.00419543898181907,-0.00390528623418618,0.0250592234493583,0.0210514393270067,0.0202805757976963,0.0163695442783478,0.00267195073048843
2024-08-23,-0.00552780777647222,-0.0113903879048607,0.0164446089933792,0.0460485676916917,0.058513411651643,0.0115280980724171,0.0097972673971336
2024-08-30,-0.00173238923016328,0.0197334147137429,-0.0470686770761448,0.0138732578930947,-0.0109121229807814,0.0116233288691179,-0.0179273934803836
2024-09-06,-0.0274972465377079,-0.0318131324728839,-0.0284028148083948,0.00871093210231422,-0.0270709945118952,0.00609926458266052,-0.00950701540285692
2024-09-13,-0.0225650606341414,-0.0695066639218354,-0.020991224838955,-0.0132847991605258,0.0077423554603282,0.00829828739164817,-0.02791939011626
2024-09-20,0.0131451729207104,-0.0313180038493517,0.0110252362431638,0.0113812452862367,0.0393667546644254,-0.0471022042007174,-0.00531068693723835
2024-09-27,0.145849388986566,0.253870767761597,0.141159054474429,0.200515839615574,0.0998920746078511,0.130833552505056,0.0293830162450321
2024-09-30,0.0814199081647846,0.070383393368056,0.0540816764195613,0.104885562346732,0.0410688460126813,0.0717296111246455,0.0359176308979636
2024-10-11,-0.033067563463387,-0.0853551947129816,0.0215357299830146,-0.0409230398072431,0.00927257796746694,-0.0409817017966461,-0.0283315490948333
2024-10-18,0.00974535261928544,-0.040685536545908,0.0160407607380542,0.0329570824038168,-0.0231826604309209,0.00556183458063231,-0.0270465658883614
2024-10-25,0.00791386143339423,0.0115170673537737,0.00125219149845357,0.035347109266894,0.00345844615270607,-0.0503761057427248,-0.0318476543287129
2024-11-01,-0.0169255297197761,-0.0162326700394573,-0.0282602672357308,-0.0502306829637851,-0.0409399816597933,-0.00920834608043286,0.0159045174612436
2024-11-08,0.053559261039295,0.0484991308101375,0.0205553591384247,0.0448765290148065,0.0045438194560905,0.0399780623678687,-0.0130387612631102
2024-11-15,-0.0335019671451935,-0.0321706964722388,-0.0255883854856425,0.0308157962777429,-0.0045438194560905,-0.0370389261661739,-0.0189267528453074
2024-11-22,-0.026329073395809,-0.0333793989210562,-0.036898071880584,-0.0246134219888923,-0.026083762474661,0.0118780901061442,0.00581571878830189
2024-11-29,0.013077070488162,0.0118143618594182,-0.00300253424163355,0.0082172777106857,-0.00369863253086233,0.0489183946384575,0.002197144597055
2024-12-06,0.0143373757654484,-0.00310490097566785,0.0367474600849196,0.0201218934852658,0.0380542523059706,-0.0231517192005324,0.0310376514865158
2024-12-13,-0.0101084525172457,-0.00132232796866916,-0.0106557494054984,0.00180751977232152,0.015659335375533,-0.0611920027860258,0.0189679027068115
2024-12-20,-0.00138329798769909,0.0174904462659082,0.0162210261781688,-0.0163049289199071,0,-0.00732400067232142,0.0165635256716739
2024-12-27,0.0134756157237845,0.00456950715104298,0.0369943376461261,-0.00271625528236363,0.0189938520410537,-0.00324830832352418,0.0139953162496251
2025-01-03,-0.0530967406209886,-0.0359367560380246,-0.0174397494502792,-0.0168286091493286,-0.00971461832172515,-0.0384757684649637,-0.0208321492487986
2025-01-10,-0.0113709303587832,-0.0267967487978833,0.00827683652875955,-0.0461813658935162,0.0222286380140977,-0.0388395929659966,-0.00452105884523579
2025-01-17,0.0211708007614444,0.0129727848537797,0.0433960845637618,0.0221010611249373,-0.0267946268800889,0.00397589086149353,0.00480294750108357
2025-01-24,0.00536834366500827,-0.0129727848537797,-0.0111192830424063,0.0403975148211435,-0.0207832683939895,0.0411554661569298,-0.0208855132928987
2025-01-27,-0.0041265720110566,-0.000703460597131667,0.00967593422315449,-0.0139905647718317,0.0144265131389751,0.000223975356755446,0.0245428531412069
2025-02-07,0.0196180425280303,0.000703460597131667,-0.0111354333876088,0.016524539766225,-0.00596456038010285,0.01423447057216,-0.0270402130022269
2025-02-14,0.0118253938903177,0.0267967487978833,0.0445152633699069,0.0317576273928246,-0.0130164797699939,0.00462577052489177,0.00288101610973168
2025-02-21,0.00996161924970806,0.0089160923589553,-0.0151313660537999,0.0214187022445449,-0.0265525451441642,0.0593045576574642,-0.0146834168236181
2025-02-28,-0.0224690341276865,0.00841774726078448,0.0155969154104394,-0.0416908137673415,0.0342599103965924,-0.0492460735863283,-0.0151986060408733
2025-03-07,0.0137772324777803,0.0133759963635356,0.0355111985340004,-0.0134876412425902,-0.0314300816036575,-0.00611049781249751,-0.00435687390849893
2025-03-14,0.0157332825862753,0.0679906571405109,0.035847449855205,0.00475360730287466,0.0151234093191537,0.0186504101419986,0.00692249599868067
2025-03-21,-0.0231945926521178,-0.0338970208055773,-0.0102367671915804,-0.0231637200682711,0.0463568285192171,-0.0369896328683819,-0.00187422989512509
2025-03-28,0.000120053201593251,0.00725513977477554,-0.0336914587874331,0.00311967309293504,0.020914220882803,0.0805072363297352,0.0163544750779323
2025-04-03,-0.0138012436385324,-0.010354337415361,-0.0132578059201727,-0.0549097289459599,-0.0467505111143218,0.0487803685992159,0.0195264223503546
2025-04-11,-0.0291627887807966,6.32206824757731e-05,-0.0270941555554947,-0.0817443125324369,-0.0399049605512083,-0.0535228335724476,0.0278056613663438
2025-04-18,0.00585031124784763,-0.00193880735297114,0.0294241350286297,0.00650169577892168,0.00608161794070039,-0.00788499081348881,0.012886776276356
2025-04-25,0.00382855615673172,-0.0102318122065288,-0.0158046780564955,0.0680210970388178,0.0254805774645153,0.0462076325574543,-0.00201409937170105
2025-04-30,-0.00434611567370879,-0.00193707875098603,-0.0323390200570639,-0.0217795668962548,0.011878899692995,0.0163749756828988,-0.000641701447514187
2025-05-09,0.0198480190891512,0.0281580878429111,0.0650913327992164,0.0699213564003154,0.0291805194190875,0.0329169354330379,0.00164925820781381
2025-05-16,0.0110994434868719,0.0143200252991473,0.0179923815794929,0.0437153787680424,0.0105011024355601,0.0195005991897315,0.0184140537916955
2025-05-23,-0.00175284702299372,-0.0260652110518187,-0.00498606783567013,0.0289852331875853,0.0294602218932676,0.0155984551473018,0.0129483436068396
2025-05-30,-0.0108882829888621,-0.0327054502528714,-0.0141698246750899,-0.0657546094414228,0.00215422939437726,0.00439197242929268,-0.00962831722734592
2025-06-06,0.00875065343689663,-0.0103089953755564,0.0236772110254808,-0.00448525232146579,-0.0434236306666786,-0.0173200695143052,-0.00692168703498197
2025-06-13,-0.00253341818787689,-0.0541772340461488,0.0158280088607592,-0.00273454103930515,-0.0101773206300937,0.0016710486941065,0.0207996786526694
2025-06-20,-0.00454893684348612,0.00119772070769208,0.0177825398184721,-0.0325188397072305,0.0124961336479785,-0.0403279049235863,-0.00727082472451723
2025-06-27,0.0193389428109647,0.00134916913665251,0.00498789438170366,0.0437040763408438,-0.00138077295897521,0.00366545486571113,-0.00589077033705454
2025-07-04,0.0152951610921441,0.0135425131949507,0.0182176055208521,0.0573146223473815,0.0164690316124299,0.0249031625850069,-0.00197132680327616
2025-07-11,0.00815409275492662,0.00335511150134593,0.0114724011622371,0.0212320548186629,-0.0136847842088423,0.0661103080271079,0.0078620971403307
2025-07-18,0.0108362440674945,0.00698336805655231,-0.0129981660743619,-0.00111746924138423,0.00481100584309146,0.0321650739963282,-0.00544328297110486
2025-07-25,0.0167647254200851,0.0124479857695494,-0.00490512541816557,0.0418870862057181,-0.000955449195018332,-0.0409914620117355,-0.025740047143147
2025-08-01,-0.0176570678261925,-0.0264638324703625,-0.00917887610336088,-0.0723220480816131,-0.0274575285357574,0.0834735749773401,-0.0267972863847348
2025-08-08,0.0122645257289768,0.00279764823344308,0.00246063116279238,0.00156875236953979,0.0110985593895245,-0.00523397354101363,-0.00463160712649469
2025-08-15,0.0234469026145661,0.000780820065601873,-0.0279833139958914,0.0632007681393985,0.0100152055555967,0.0387552643992066,-0.00827669663238417
2025-08-22,0.0409469357611769,0.0290177020573079,-0.000939170709113313,0.0265417727119264,-0.00291487781110167,0.0246164218715208,0.00865559215647771
2025-08-29,0.0267653727984634,0.0109040941972651,-0.00860181331364629,0.064056589318759,0.0222138938264846,0.0190521116863636,0.00782985934980029
2025-09-05,-0.00813528173718403,0.00202453001216618,-0.00303002878533931,0.059990919970458,0.0334990286007946,0.0900396395678165,-0.000752021092031541
2025-09-12,0.0137322982412602,0.0220088533130731,-0.00513178795661595,-0.00033653576811421,-0.0085768857292674,-0.0489201476794783,-0.00499647516012214
2025-09-19,-0.00444995912690338,-0.0321950970980893,-0.0369081490318992,0.125592041281043,-0.0162736747093932,0.00923069531394383,-0.0264307255796021
2025-09-26,0.0106340296890401,-0.0227159718114756,-0.00485447124230554,0.0318048008700664,-0.00201690425651435,0.00615418961437975,0.00984944231329976
2025-09-30,0.0197259218837171,0.00624595171746911,-0.00962545451785779,0.0552348486669221,-0.0209848862408251,0.0207589502401095,-0.00800737479935432
2025-10-10,-0.00515473522360743,-0.00973640806279974,-0.00570332687218045,-0.0511623582760024,0.0023535191054771,-0.0479522207243033,0.0174752406754024
2025-10-17,-0.0224734514985165,0.0173317098464008,0.0344940897331174,-0.0643685116320851,-0.000416365624012371,-0.0465178750993136,0.0136133696236644
2025-10-24,0.0319264811849056,-0.00344239419062475,0.00860848193586694,0.0743157367322711,0.0245605580151915,0.00612432446545519,0.00281294137661448
2025-10-31,-0.00430389708877499,-0.0138819389844986,-0.0255920964964265,0.00774780589375013,0.0237150326875257,-0.0208255882800188,-0.0031885987814837
2025-11-07,0.00818206302013103,0.00231931194317525,0.0388456593727913,0.0168341394255638,-0.00264120667290868,-0.0408862132582595,0.0148247552082843
2025-11-14,-0.0108853248913796,0.0161039927777509,0.0172820401547069,0.021893262924439,0.0389938447287914,0.0212078300445189,-0.00631326950685107
2025-11-21,-0.0384405053369452,0.00684194329311616,-0.00580027002265115,-0.0882085276564037,0.000202563555007806,-0.0555696422739125,-0.00635338024267451
2025-11-28,0.0162702483489028,-0.0110382126476498,-0.00116410213589813,0.00860720801037562,0.0139896801994537,0.0424462553047302,-0.00648833909130264
2025-12-05,0.0127043166140961,-0.0142270353663925,0.0115804862373361,0.0416909272192552,0.0292607798859379,-0.00743497848751851,0.00320241396412513
2025-12-12,-0.000782718950587125,-0.00656705817285896,-0.0401580789075648,0.00695100425914674,-0.0360300502070094,0.0265813750187647,-0.00103495328426995
2025-12-19,-0.00279196187801389,0.00935890544030116,0.00597484879883403,-0.0465086196451416,0.00162970109852711,-0.0391576381784784,-0.00680081963792123
2025-12-26,0.0193085596759417,0.0029242567070078,-0.00694914251301704,0.00115538554700745,-0.00732095553715428,0.00344514889579273,-0.00751561355235619
2025-12-31,-0.00587908894461897,-0.026476530681423,0.00955195501835959,-0.0193288876385518,-0.00916484970223319,-0.0247035328048373,-0.016464050706043
