"code","beta_rf0","beta_rfconst","delta","alpha_excess"
"600519",0.812221878796514,0.812221878796514,2.22044604925031e-16,-0.000828674737362203
"600036",0.620352900262158,0.620352900262158,1.11022302462516e-16,0.000657871953334382
"300750",1.61255772842624,1.61255772842624,6.66133814775094e-16,0.000817349563918223
"000333",0.562089538446371,0.562089538446371,0,0.000565439061556154
"600276",0.982952209178121,0.982952209178122,4.44089209850063e-16,-2.28671393913273e-05
"600900",0.111283579781266,0.111283579781266,5.55111512312578e-17,0.000317287720280172
