"code","F","p"
"600519",0.41456012778735,0.66086662285504
"600036",0.336464895954386,0.714458936964659
"300750",1.65857070112995,0.191498017563549
"000333",1.95493684584974,0.142696660389427
"600276",0.111715826370672,0.894321554730507
"600900",2.94955220312092,0.0533110466363658
