"code","date","beta","se","lo","hi"
"600276",2025-12-29,1.06788642533657,0.191794940500232,0.691968341956115,1.44380450871703
"600276",2025-12-30,1.06326205095259,0.192113112788872,0.686720349886401,1.43980375201878
"600276",2025-12-31,1.06222324230338,0.192245961319521,0.68542115811712,1.43902532648964
"600900",2024-07-03,0.00553780399217765,0.10766237790998,-0.205480456711383,0.216556064695738
"600900",2024-07-04,0.0228770162761763,0.107825967898428,-0.188461880804742,0.234215913357094
"600900",2024-07-05,0.0252183562052021,0.107808014430015,-0.186085352077627,0.236522064488032
"600900",2024-07-08,0.00797029180978627,0.109313760197789,-0.206284678177881,0.222225261797454
"600900",2024-07-09,0.0180233567479655,0.109212708636807,-0.196033552180176,0.232080265676107
"600900",2024-07-10,0.010300506481398,0.110263607836029,-0.205816164877219,0.226417177840015
"600900",2024-07-11,0.0120008817017157,0.109486976973541,-0.202593593166425,0.226595356569857
"600900",2024-07-12,0.00518773493321184,0.109807890910683,-0.210035731251727,0.220411201118151
"600900",2024-07-15,0.0113060451343356,0.110691595088133,-0.205649481238406,0.228261571507077
"600900",2024-07-16,0.0227961767901358,0.110300556391726,-0.193392913737646,0.238985267317918
"600900",2024-07-17,0.0221247097257974,0.11028322596976,-0.194030413174933,0.238279832626528
"600900",2024-07-18,0.0305703030754896,0.111305298215394,-0.187588081426683,0.248728687577662
"600900",2024-07-19,0.000515457344532719,0.113769455914942,-0.222472676248754,0.22350359093782
"600900",2024-07-22,0.0120481666661708,0.114877238913905,-0.213111221605082,0.237207554937424
"600900",2024-07-23,-0.00447596647143539,0.111927771051643,-0.223854397732656,0.214902464789785
"600900",2024-07-24,-0.0367759931655091,0.112747760551941,-0.257761603847314,0.184209617516295
"600900",2024-07-25,-0.0297515971122165,0.112973546927747,-0.251179749090601,0.191676554866168
"600900",2024-07-26,-0.0726024545295573,0.114239939881751,-0.296512736697789,0.151307827638675
"600900",2024-07-29,-0.0789171780148003,0.116556312126483,-0.307367549782706,0.149533193753106
"600900",2024-07-30,-0.072859319953312,0.116328826166421,-0.300863819239498,0.155145179332874
"600900",2024-07-31,-0.0905978777483168,0.114215432840971,-0.31446012611662,0.133264370619986
"600900",2024-08-01,-0.118213146730137,0.115760577488089,-0.34510387860679,0.108677585146517
"600900",2024-08-02,-0.108829188911908,0.115257798746493,-0.334734474455034,0.117076096631218
"600900",2024-08-05,-0.087301649668739,0.114480790618894,-0.311683999281771,0.137080699944293
"600900",2024-08-06,-0.0830862455773023,0.116631969656347,-0.311684906103743,0.145512414949138
"600900",2024-08-07,-0.0969130971167685,0.115713869405103,-0.323712281150771,0.129886086917234
"600900",2024-08-08,-0.0961721118633637,0.12433991460979,-0.339878344498553,0.147534120771826
"600900",2024-08-09,-0.0893786055387014,0.125471772510626,-0.335303279659528,0.156546068582126
"600900",2024-08-12,-0.0831408900514475,0.126648307586593,-0.331371572921169,0.165089792818274
"600900",2024-08-13,-0.117883039164007,0.125513252329968,-0.363889013730744,0.12812293540273
"600900",2024-08-14,-0.129404629800873,0.124663022544273,-0.373744153987648,0.114934894385903
"600900",2024-08-15,-0.107328808782021,0.12554933631699,-0.353405507963322,0.138747890399279
"600900",2024-08-16,-0.115965731065209,0.126332302838259,-0.363577044628197,0.131645582497779
"600900",2024-08-19,-0.115237253678545,0.12617681938206,-0.362543819667383,0.132069312310294
"600900",2024-08-20,-0.156357516206656,0.121783814900989,-0.395053793412594,0.0823387609992827
"600900",2024-08-21,-0.155934264345231,0.123035470060327,-0.397083785663471,0.0852152569730101
"600900",2024-08-22,-0.140190303752012,0.124798442839348,-0.384795251717134,0.10441464421311
"600900",2024-08-23,-0.122115649079901,0.128493234875741,-0.373962389436352,0.129731091276551
"600900",2024-08-26,-0.118792177729583,0.129009693720708,-0.371651177422172,0.134066821963005
"600900",2024-08-27,-0.120036146194011,0.127412359940346,-0.369764371677089,0.129692079289067
"600900",2024-08-28,-0.140965901733241,0.125920960504633,-0.387770984322323,0.10583918085584
"600900",2024-08-29,-0.13810569211886,0.127424706517811,-0.38785811689377,0.11164673265605
"600900",2024-08-30,-0.135797526077924,0.125836228488717,-0.382436533915809,0.11084148175996
"600900",2024-09-02,-0.151905116836839,0.12371927377386,-0.394394893433606,0.0905846597599269
"600900",2024-09-03,-0.158464260345327,0.127490036036968,-0.408344730977785,0.0914162102871297
"600900",2024-09-04,-0.140111761129366,0.119931261835811,-0.375177034327554,0.0949535120688231
"600900",2024-09-05,-0.141006167342284,0.12024949740372,-0.376695182253576,0.0946828475690077
"600900",2024-09-06,-0.140489891244176,0.119323342517172,-0.374363642577833,0.0933838600894805
"600900",2024-09-09,-0.149060883706258,0.118463220266718,-0.381248795429024,0.0831270280165091
"600900",2024-09-10,-0.148537415168915,0.119713871004209,-0.383176602337165,0.0861017719993356
"600900",2024-09-11,-0.133736540576534,0.13224713943372,-0.392940933866626,0.125467852713558
"600900",2024-09-12,-0.139026840074326,0.131701973586879,-0.397162708304609,0.119109028155957
"600900",2024-09-13,-0.145753792738544,0.132487615409484,-0.405429518941133,0.113921933464045
"600900",2024-09-18,-0.145402668235812,0.1331055965079,-0.406289637391296,0.115484300919672
"600900",2024-09-19,-0.147063719747111,0.132500167599125,-0.406764048241396,0.112636608747174
"600900",2024-09-20,-0.144316820076259,0.132875440161426,-0.404752682792654,0.116119042640136
"600900",2024-09-23,-0.148856061617105,0.133828445870766,-0.411159815523807,0.113447692289596
"600900",2024-09-24,-0.021115678587609,0.120372885376186,-0.257046533924934,0.214815176749716
"600900",2024-09-25,-0.0138224509303367,0.119018029269917,-0.247097788299374,0.219452886438701
"600900",2024-09-26,0.0266296876978574,0.109706838316252,-0.188395715401997,0.241655090797711
"600900",2024-09-27,-0.00322566876517078,0.100688102050445,-0.200574348784044,0.194123011253702
"600900",2024-09-30,0.145877206278982,0.0828106752316092,-0.0164317171749723,0.308186129732936
"600900",2024-10-08,0.0637453754523234,0.076480254220937,-0.0861559228207132,0.21364667372536
"600900",2024-10-09,0.117653310285731,0.0687071523098334,-0.017012708241542,0.252319328813005
"600900",2024-10-10,0.130840619586844,0.0687557637036986,-0.00392067727240542,0.265601916446093
"600900",2024-10-11,0.127090849849283,0.0677253003745521,-0.00565073888483922,0.259832438583405
"600900",2024-10-14,0.125302171110554,0.0673077577912266,-0.00662103416025037,0.257225376381358
"600900",2024-10-15,0.128687703006576,0.0668172970756228,-0.0022741992616451,0.259649605274796
"600900",2024-10-16,0.131027383383507,0.0669887350541044,-0.000270537322537456,0.262325304089552
"600900",2024-10-17,0.137444479933378,0.0674922241781413,0.00515972054422142,0.269729239322535
"600900",2024-10-18,0.136137805810369,0.0660785044782044,0.006623937033088,0.265651674587649
"600900",2024-10-21,0.135767651458108,0.0668412562872751,0.00475878913504846,0.266776513781167
"600900",2024-10-22,0.13544882163694,0.0667785549059717,0.00456285402123521,0.266334789252644
"600900",2024-10-23,0.134322050375191,0.0668253126148288,0.0033444376501269,0.265299663100256
"600900",2024-10-24,0.135069217129891,0.0666696739053886,0.00439665627532917,0.265741777984452
"600900",2024-10-25,0.131552691727538,0.0673002865868288,-0.000355869982646806,0.263461253437722
"600900",2024-10-28,0.134906571785181,0.0674301917621809,0.00274339593130621,0.267069747639055
"600900",2024-10-29,0.134466554263962,0.0674421609328595,0.00227991883555689,0.266653189692366
"600900",2024-10-30,0.136807236027206,0.0670652364462304,0.00535937259259464,0.268255099461818
"600900",2024-10-31,0.144276171084009,0.0668464997716276,0.0132570315316188,0.275295310636399
"600900",2024-11-01,0.143876683423823,0.0671748852085953,0.0122139084149765,0.27553945843267
"600900",2024-11-04,0.140794754306948,0.0671227404463333,0.00923418303213427,0.272355325581761
"600900",2024-11-05,0.136155620918854,0.066614108939812,0.00559196739682249,0.266719274440885
"600900",2024-11-06,0.138781607255515,0.0669166888570343,0.00762489709572756,0.269938317415302
"600900",2024-11-07,0.145691987723552,0.0660622959739866,0.0162098876145387,0.275174087832566
"600900",2024-11-08,0.147993258634742,0.066032359660844,0.0185698336994879,0.277416683569996
"600900",2024-11-11,0.145727199994438,0.0661667359677501,0.016040397497648,0.275414002491228
"600900",2024-11-12,0.153006936876509,0.0666403214727094,0.0223919067899987,0.28362196696302
"600900",2024-11-13,0.151732239299938,0.0668104648639143,0.0207837281666663,0.28268075043321
"600900",2024-11-14,0.149257199681315,0.0663767083115458,0.0191588513906853,0.279355547971945
"600900",2024-11-15,0.155481722521487,0.0661891227051057,0.0257510420194799,0.285212403023494
"600900",2024-11-18,0.153773753871257,0.0663898470878111,0.0236496535791468,0.283897854163366
"600900",2024-11-19,0.156190264990499,0.0664100738010851,0.0260265203403724,0.286354009640626
"600900",2024-11-20,0.159243955204507,0.0665944636204594,0.0287188065084062,0.289769103900607
"600900",2024-11-21,0.157589652303626,0.0666047631590957,0.0270443165117981,0.288134988095453
"600900",2024-11-22,0.170052092205013,0.0656629919860484,0.0413526279123583,0.298751556497668
"600900",2024-11-25,0.170747360767404,0.0656693676487836,0.0420354001757877,0.29945932135902
"600900",2024-11-26,0.171327424531237,0.0657401253972672,0.0424767787525931,0.300178070309881
"600900",2024-11-27,0.176600095262128,0.0657076080289065,0.0478131835254713,0.305387006998785
"600900",2024-11-28,0.174137431329986,0.0638567083491099,0.0489782829657311,0.299296579694242
"600900",2024-11-29,0.172055145819175,0.0638671752097695,0.0468754824080266,0.297234809230323
"600900",2024-12-02,0.177763818537383,0.0633421026077688,0.0536132974261557,0.301914339648609
"600900",2024-12-03,0.177991503022543,0.0636283189650352,0.0532799978510735,0.302703008194012
"600900",2024-12-04,0.176384494103271,0.0640909751605333,0.0507661827886255,0.302002805417916
"600900",2024-12-05,0.175938419727471,0.0642032175523768,0.0501001133248119,0.301776726130129
"600900",2024-12-06,0.173594918644476,0.0640486542691499,0.0480595562769422,0.29913028101201
"600900",2024-12-09,0.175165064561722,0.0639244611844483,0.0498731206402035,0.300457008483241
"600900",2024-12-10,0.175231171922641,0.0626418611354156,0.0524531240972269,0.298009219748056
"600900",2024-12-11,0.174753076430643,0.0627041517497124,0.0518529390012061,0.297653213860079
"600900",2024-12-12,0.176649497510343,0.0626822084018288,0.0537923690427583,0.299506625977927
"600900",2024-12-13,0.166883082247524,0.0624147804493608,0.0445501125667772,0.289216051928271
"600900",2024-12-16,0.165896252922517,0.0629792469432875,0.042456928913673,0.28933557693136
"600900",2024-12-17,0.165804440344485,0.0629882611718809,0.0423474484475984,0.289261432241372
"600900",2024-12-18,0.170182311229741,0.0622121066202015,0.0482465822541465,0.292118040205336
"600900",2024-12-19,0.16872785658,0.0622050261433745,0.0468060053389862,0.290649707821014
"600900",2024-12-20,0.169190136212326,0.0622045201614663,0.047269276695852,0.2911109957288
"600900",2024-12-23,0.171137685946491,0.0624780475661729,0.0486807127167916,0.29359465917619
"600900",2024-12-24,0.173008064026234,0.0624022728273916,0.0506996092845464,0.295316518767921
"600900",2024-12-25,0.171053602633669,0.0617383835626578,0.0500463708508602,0.292060834416479
"600900",2024-12-26,0.171407078290997,0.0622779986145663,0.0493422010064467,0.293471955575547
